"","query_seqname","mismatches","count","Proteome.ID","PLength","number_of_8mer","freq","Pathogen","Organism","Organism.Id","Protein.count","CPD","Components","Taxon.mnemonic","Taxonomic.lineage","Genome.assembly.ID","Genome.representation","Chronic.or.Acute","Genome","Family_Viral_Zone","superkingdom","kingdom","phylum","class","order","family","genus","species"
"772","tr|Q8QMU8|Q8QMU8_CWPXB","2",176,"UP000152733",224,217,0.811059907834101,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"773","tr|Q77DS9|Q77DS9_CWPXB","0",7,"UP000152733",164,157,0.0445859872611465,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"774","tr|Q77DS9|Q77DS9_CWPXB","1",31,"UP000152733",164,157,0.197452229299363,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"775","tr|Q77DS9|Q77DS9_CWPXB","2",117,"UP000152733",164,157,0.745222929936306,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"776","tr|Q8QMY6|Q8QMY6_CWPXB","0",94,"UP000152733",771,764,0.12303664921466,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"777","tr|Q8QMY6|Q8QMY6_CWPXB","1",195,"UP000152733",771,764,0.255235602094241,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"778","tr|Q8QMY6|Q8QMY6_CWPXB","2",465,"UP000152733",771,764,0.608638743455497,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"779","tr|Q77DS2|Q77DS2_CWPXB","1",20,"UP000152733",110,103,0.194174757281553,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"780","tr|Q77DS2|Q77DS2_CWPXB","2",83,"UP000152733",110,103,0.805825242718447,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"781","tr|Q8QMR7|Q8QMR7_CWPXB","1",25,"UP000152733",263,256,0.09765625,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"782","tr|Q8QMR7|Q8QMR7_CWPXB","2",226,"UP000152733",263,256,0.8828125,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"783","tr|Q77DT9|Q77DT9_CWPXB","1",19,"UP000152733",190,183,0.103825136612022,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"784","tr|Q77DT9|Q77DT9_CWPXB","2",162,"UP000152733",190,183,0.885245901639344,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"785","tr|Q8QMX0|Q8QMX0_CWPXB","1",24,"UP000152733",177,170,0.141176470588235,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"786","tr|Q8QMX0|Q8QMX0_CWPXB","2",139,"UP000152733",177,170,0.817647058823529,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"787","tr|Q8QMY5|Q8QMY5_CWPXB","0",1,"UP000152733",382,375,0.00266666666666667,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"788","tr|Q8QMY5|Q8QMY5_CWPXB","1",74,"UP000152733",382,375,0.197333333333333,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"789","tr|Q8QMY5|Q8QMY5_CWPXB","2",296,"UP000152733",382,375,0.789333333333333,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"790","tr|Q77DT4|Q77DT4_CWPXB","1",18,"UP000152733",128,121,0.148760330578512,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"791","tr|Q77DT4|Q77DT4_CWPXB","2",100,"UP000152733",128,121,0.826446280991736,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"792","tr|Q8QMX3|Q8QMX3_CWPXB","0",2,"UP000152733",350,343,0.00583090379008746,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"793","tr|Q8QMX3|Q8QMX3_CWPXB","1",52,"UP000152733",350,343,0.151603498542274,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"794","tr|Q8QMX3|Q8QMX3_CWPXB","2",277,"UP000152733",350,343,0.807580174927114,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"795","tr|Q8QN48|Q8QN48_CWPXB","1",77,"UP000152733",523,516,0.14922480620155,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"796","tr|Q8QN48|Q8QN48_CWPXB","2",422,"UP000152733",523,516,0.817829457364341,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"797","tr|Q8QMP9|Q8QMP9_CWPXB","0",1,"UP000152733",299,292,0.00342465753424658,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"798","tr|Q8QMP9|Q8QMP9_CWPXB","1",49,"UP000152733",299,292,0.167808219178082,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"799","tr|Q8QMP9|Q8QMP9_CWPXB","2",233,"UP000152733",299,292,0.797945205479452,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"800","tr|Q8QMV7|Q8QMV7_CWPXB","1",19,"UP000152733",237,230,0.0826086956521739,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"801","tr|Q8QMV7|Q8QMV7_CWPXB","2",201,"UP000152733",237,230,0.873913043478261,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"802","tr|Q8QMU0|Q8QMU0_CWPXB","1",110,"UP000152733",894,887,0.124013528748591,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"803","tr|Q8QMU0|Q8QMU0_CWPXB","2",730,"UP000152733",894,887,0.822998872604284,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"804","tr|Q7THW1|Q7THW1_CWPXB","1",20,"UP000152733",78,71,0.28169014084507,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"805","tr|Q7THW1|Q7THW1_CWPXB","2",50,"UP000152733",78,71,0.704225352112676,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"806","tr|Q8QN24|Q8QN24_CWPXB","1",14,"UP000152733",177,170,0.0823529411764706,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"807","tr|Q8QN24|Q8QN24_CWPXB","2",146,"UP000152733",177,170,0.858823529411765,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"808","tr|Q8QMX8|Q8QMX8_CWPXB","1",24,"UP000152733",167,160,0.15,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"809","tr|Q8QMX8|Q8QMX8_CWPXB","2",128,"UP000152733",167,160,0.8,"Cowpox virus","Cowpox virus (strain Brighton Red) (CPV)",265872,"225","Close to standard (high value)","Genome","CWPXB","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Cowpox virus","GCA_000839185.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus"
"810","sp|Q65900|POLG_CX16G","0",6,"UP000007757",2193,2186,0.00274473924977127,"Coxsackievirus A16","Coxsackievirus A16 (strain G-10)",69159,"1","Standard","Genome","CX16G","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Enterovirus, Enterovirus A, Coxsackievirus A16","GCA_000861905.1","full","Acute","ssRNA+","Picornaviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus A"
"811","sp|Q65900|POLG_CX16G","1",370,"UP000007757",2193,2186,0.169258920402562,"Coxsackievirus A16","Coxsackievirus A16 (strain G-10)",69159,"1","Standard","Genome","CX16G","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Enterovirus, Enterovirus A, Coxsackievirus A16","GCA_000861905.1","full","Acute","ssRNA+","Picornaviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus A"
"812","sp|Q65900|POLG_CX16G","2",1733,"UP000007757",2193,2186,0.792772186642269,"Coxsackievirus A16","Coxsackievirus A16 (strain G-10)",69159,"1","Standard","Genome","CX16G","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Enterovirus, Enterovirus A, Coxsackievirus A16","GCA_000861905.1","full","Acute","ssRNA+","Picornaviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus A"
"813","sp|P17763|POLG_DEN1W","0",4,"UP000002500",3392,3385,0.00118168389955687,"Dengue virus type 1","Dengue virus type 1 (strain Nauru/West Pac/1974) (DENV-1)",11059,"1","Standard","Genome","DEN1W","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Flavivirus, Dengue virus, Dengue virus 1","GCA_000862125.1","full","Acute","ssRNA+","Flaviviridae","Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Dengue virus"
"814","sp|P17763|POLG_DEN1W","1",546,"UP000002500",3392,3385,0.161299852289513,"Dengue virus type 1","Dengue virus type 1 (strain Nauru/West Pac/1974) (DENV-1)",11059,"1","Standard","Genome","DEN1W","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Flavivirus, Dengue virus, Dengue virus 1","GCA_000862125.1","full","Acute","ssRNA+","Flaviviridae","Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Dengue virus"
"815","sp|P17763|POLG_DEN1W","2",2699,"UP000002500",3392,3385,0.797341211225997,"Dengue virus type 1","Dengue virus type 1 (strain Nauru/West Pac/1974) (DENV-1)",11059,"1","Standard","Genome","DEN1W","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Flavivirus, Dengue virus, Dengue virus 1","GCA_000862125.1","full","Acute","ssRNA+","Flaviviridae","Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Dengue virus"
"816","tr|B2XY05|B2XY05_DUVV","1",64,"UP000117552",298,291,0.219931271477663,"Duvenhage virus","Duvenhage virus (DUVV)",38767,"5","Standard","Genome","DUVV","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus",NA,NA,"Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus duvenhage"
"817","tr|B2XY05|B2XY05_DUVV","2",224,"UP000117552",298,291,0.769759450171821,"Duvenhage virus","Duvenhage virus (DUVV)",38767,"5","Standard","Genome","DUVV","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus",NA,NA,"Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus duvenhage"
"818","tr|B2XXZ9|B2XXZ9_DUVV","1",75,"UP000117552",451,444,0.168918918918919,"Duvenhage virus","Duvenhage virus (DUVV)",38767,"5","Standard","Genome","DUVV","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus",NA,NA,"Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus duvenhage"
"819","tr|B2XXZ9|B2XXZ9_DUVV","2",358,"UP000117552",451,444,0.806306306306306,"Duvenhage virus","Duvenhage virus (DUVV)",38767,"5","Standard","Genome","DUVV","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus",NA,NA,"Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus duvenhage"
