"","0","1","2","3","Number of Proteins","Proteome Length","ID","Pathogen","Organism","Organism.Id","Protein.count","CPD","Components","Taxon.mnemonic","Taxonomic.lineage","Genome.assembly.ID","Genome.representation","Chronic.or.Acute","Genome","Family_Viral_Zone","superkingdom","kingdom","phylum","class","order","family","genus","species","0_corrected","1_corrected","2_corrected","3_corrected"
"46",189,8300,36965,37859,"   85","38454","UP000000942","Human herpesvirus 8 type P","Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)",868565,"85","Close to standard (high value)","Genome","HHV8P","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Gammaherpesvirinae, Rhadinovirus, Human herpesvirus 8","GCA_000838265.1","full","Chronic","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Rhadinovirus humangamma8",0.492675043011313,21.6359939523487,96.3583754757312,98.6888066315625
"47",253,7392,41682,43006,"   98","43692","UP000006930","Human herpesvirus 6B (strain Z29)","Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)",36351,"98","Outlier (low value)","Genome","HHV6Z",NA,"GCA_000846365.1","full","Chronic","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Roseolovirus humanbeta6b",0.58044829880469,16.9591850781196,95.6294307935852,98.6670337485948
"48",12,622,3383,3505,"   9","3568","UP000002241","Human immunodeficiency virus type 1 group M subtype B","Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1)",11706,"9","Standard","Genome","HV1H2","Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Lentivirus, Human immunodeficiency virus 1, HIV-1 group M, HIV-1 M:B","GCA_003102975.1","full","Chronic","ssRNA+-RT","Retroviridae","Viruses","Pararnavirae","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1",0.337837837837838,17.5112612612613,95.2421171171171,98.6768018018018
"49",13,703,3614,3773,"   9","3836","UP000002242","Human immunodeficiency virus type 2 subtype A","Human immunodeficiency virus type 2 subtype A (isolate BEN) (HIV-2)",11714,"9","Close to standard (high value)","Genome","HV2BE","Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Lentivirus, Human immunodeficiency virus 2, HIV-2 subtype A","GCA_000856385.1","full","Chronic","ssRNA+-RT","Retroviridae","Viruses","Pararnavirae","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 2",0.340314136125654,18.4031413612565,94.6073298429319,98.7696335078534
"50",8,485,2300,2351,"   8","2407","UP000006372","Human papillomavirus 1","Human papillomavirus type 1 (Human papillomavirus type 1a)",10583,"8","Outlier (low value)","Genome","HPV1","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, Papillomaviridae, Firstpapillomavirinae, Mupapillomavirus, Mupapillomavirus 1","GCA_000866405.1","full","Acute","dsDNA","Papillomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Mupapillomavirus","Mupapillomavirus 1",0.334448160535117,20.2759197324415,96.1538461538462,98.2859531772575
"51",14,520,2244,2321,"   7","2370","UP000007710","Human papillomavirus 2a","Human papillomavirus type 2a",10584,"7","Outlier (low value)","Genome","HPV2A","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, Papillomaviridae, Firstpapillomavirinae, Alphapapillomavirus, Alphapapillomavirus 4","GCA_000864945.1","full","Acute","dsDNA","Papillomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Alphapapillomavirus","Alphapapillomavirus 4",0.594227504244482,22.0713073005093,95.2461799660441,98.5144312393888
"52",2,438,2439,2537,"   9","2600","UP000009251","Human papillomavirus type 16","Human papillomavirus type 16",333760,"9","Standard","Genome","HPV16","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, Papillomaviridae, Firstpapillomavirinae, Alphapapillomavirus, Alphapapillomavirus 9","GCA_000863945.2","full","Chronic","dsDNA","Papillomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Alphapapillomavirus","Alphapapillomavirus 9",0.0773993808049536,16.9504643962848,94.3885448916409,98.1811145510836
"53",8,470,2487,2584,"   9","2647","UP000009109","Human papillomavirus type 18","Human papillomavirus type 18",333761,"9","Standard","Genome","HPV18","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, Papillomaviridae, Firstpapillomavirinae, Alphapapillomavirus, Alphapapillomavirus 7","GCA_000865665.1","full","Chronic","dsDNA","Papillomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Alphapapillomavirus","Alphapapillomavirus 7",0.304066894716838,17.8639300646142,94.5267958950969,98.2136069935386
"54",8,970,5384,5502,"  10","5572","UP000109776","Human parainfluenza type 1 strain Washington/1964","Human parainfluenza virus 1 strain Washington/1964",188538,"10","Close to standard (high value)","Genome","UP000109776","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Orthoparamyxovirinae, Respirovirus, Human respirovirus 1","GCA_000848705.1","full","Acute","ssRNA-","Paramyxoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Respirovirus","Respirovirus laryngotracheitidis",0.144014401440144,17.4617461746175,96.9216921692169,99.045904590459
"55",5,333,1602,1666,"   5","1701","UP000006624","Human parvovirus B19","Human parvovirus B19 (strain HV) (HPV B19)",648237,"5","Standard","Genome","PAVHV","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Quintoviricetes, Piccovirales, Parvoviridae, Parvovirinae, Erythroparvovirus, Primate erythroparvovirus 1, Human parvovirus B19","GCA_002827345.1","full","Acute","ssDNA","Parvoviridae","Viruses","Shotokuvirae","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Erythroparvovirus","Erythroparvovirus primate1",0.29603315571344,19.7158081705151,94.8490230905861,98.6382474837182
"56",10,718,4305,4463,"  11","4540","UP000002472","Human respiratory syncytial virus B","Human respiratory syncytial virus B (strain B1)",79692,"11","Standard","Genome","HRSVB","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Pneumoviridae, Orthopneumovirus, Human respiratory syncytial virus, Human respiratory syncytial virus B","GCA_000855545.1","full","Acute","ssRNA-","Pneumoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Pneumoviridae","Orthopneumovirus","Orthopneumovirus hominis",0.221141088014153,15.8779301194162,95.2012383900929,98.6952675807165
"57",5,341,2093,2157,"   1","2164","UP000007070","Human rhinovirus A serotype 89","Human rhinovirus A serotype 89 (strain 41467-Gallo) (HRV-89)",650130,"1","Standard","Genome","HRV8A","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Enterovirus, Rhinovirus A, Human rhinovirus 89","GCA_008767175.1","full","Acute","ssRNA+","Picornaviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Rhinovirus A",0.231910946196661,15.8163265306122,97.0779220779221,100.046382189239
"58",45,2264,13740,14272,"   15","14377","UP000000354","Severe acute respiratory syndrome coronavirus (SARS-CoV)","Severe acute respiratory syndrome coronavirus (SARS-CoV)",694009,"15","Standard","Genome","SARS","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Betacoronavirus, Sarbecovirus","GCA_000864885.1","full","Acute","ssRNA+","Coronaviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Severe acute respiratory syndrome-related coronavirus",0.313479623824451,15.7715081853013,95.7157784743992,99.4218042493905
"59",5,681,3548,3680,"   6","3722","UP000138352","Human spumaretrovirus","Human spumaretrovirus (SFVcpz(hu)) (Human foamy virus)",11963,"6","Outlier (high value)","Genome","FOAMV","Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Spumaretrovirinae, Spumavirus, Simian foamy virus",NA,NA,"Chronic","ssRNA+-RT","Retroviridae","Viruses","Pararnavirae","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Spumavirus","Simian foamy virus",0.134807225667296,18.3607441358857,95.6592073335131,99.2181180911297
"60",41,1196,3982,4058,"   9","4121","UP000001061","Human T-cell leukemia virus 1","Human T-cell leukemia virus 1 (isolate Caribbea HS-35 subtype A) (HTLV-1)",11927,"9","Close to standard (high value)","Genome","HTL1C","Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Deltaretrovirus, Primate T-lymphotropic virus 1, Human T-cell leukemia virus type I, HTLV-1 subtype A","GCA_000863585.1","full","Chronic","ssRNA+-RT","Retroviridae","Viruses","Pararnavirae","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Deltaretrovirus","Primate T-lymphotropic virus 1",0.998781973203411,29.1352009744214,97.0036540803898,98.8550548112058
"61",0,20,285,303,"  2","317","UP000243571","Human torovirus","Human torovirus (HuTV)",67605,"2","Outlier (low value)","Genome","HUTV","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Tornidovirineae, Tobaniviridae, Torovirinae, Torovirus","GCA_002816275.1","partial","Acute","ssRNA+","Tobaniviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Tobaniviridae","Torovirus","Human torovirus",0,6.49350649350649,92.5324675324675,98.3766233766234
"62",12,876,5031,5207,"  13","5298","UP000009255","Influenza A virus","Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)",211044,"13","Unknown","Genome","I34A1","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Insthoviricetes, Articulavirales, Orthomyxoviridae, Alphainfluenzavirus, Influenza A virus, H1N1 subtype","GCA_000865725.1","full","Acute","ssRNA-","Orthomyxoviridae","Viruses","Orthornavirae","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Alphainfluenzavirus influenzae",0.227358848048503,16.5971959075407,95.320197044335,98.6547934823797
"63",7,760,4502,4641,"  11","4718","UP000008158","Influenza B virus","Influenza B virus (strain B/Lee/1940)",518987,"11","Unknown","Genome","INBLE","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Insthoviricetes, Articulavirales, Orthomyxoviridae, Betainfluenzavirus, Influenza B virus","GCA_000820495.2","full","Acute","ssRNA-","Orthomyxoviridae","Viruses","Orthornavirae","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Betainfluenzavirus","Betainfluenzavirus influenzae",0.148936170212766,16.1702127659574,95.7872340425532,98.7446808510638
"64",9,684,4045,4203,"   8","4259","UP000008286","Influenza C virus","Influenza C virus (strain C/Ann Arbor/1/1950)",11553,"8","Unknown","Genome","INCAA","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Insthoviricetes, Articulavirales, Orthomyxoviridae, Gammainfluenzavirus, Influenza C virus","GCA_000856665.2","full","Acute","ssRNA-","Orthomyxoviridae","Viruses","Orthornavirae","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Gammainfluenzavirus","Gammainfluenzavirus influenzae",0.212064090480679,16.1168708765316,95.311027332705,99.0339302544769
"65",6,558,3412,3519,"   5","3554","UP000204017","Isfahan virus","Isfahan virus (ISFV)",290008,"5","Standard","Genome","ISFV","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Vesiculovirus, Isfahan vesiculovirus","GCA_000906835.1","full","Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Vesiculovirus","Vesiculovirus isfahan",0.169395821569735,15.7538114059853,96.3297571993224,99.3506493506494
"66",4,787,4465,4616,"   2","4630","UP000007214","Japanese encephalitis virus","Japanese encephalitis virus (strain Jaoars982) (JEV)",11075,"2","Standard","Genome","JAEVJ","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Flavivirus, Japanese encephalitis virus","GCA_000862145.1","full","Acute","ssRNA+","Flaviviridae","Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Orthoflavivirus","Orthoflavivirus japonicum",0.0865613503570656,17.0309456827527,96.6241073360744,99.8917983120537
"67",6,302,1545,1594,"   5","1629","UP000008478","JC polyomavirus","JC polyomavirus (JCPyV) (JCV)",10632,"5","Standard","Genome","POVJC","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus, Human polyomavirus 2","GCA_000863805.1","full","Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus secuhominis",0.371057513914657,18.6765615337044,95.5473098330241,98.5776128633271
"68",10,562,3258,3325,"   4","3353","UP000127886","Junin mammarenavirus","Junin mammarenavirus (JUNV) (Junn mammarenavirus)",2169991,"4","Unknown","Genome","JUNIN","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Arenaviridae, Mammarenavirus",NA,NA,"Acute","ssRNA-","Arenaviridae","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Mammarenavirus juninense",0.299222022740874,16.8162776780371,97.4865350089767,99.4913225613405
"69",3,332,1522,1582,"   4","1610","UP000107189","KI Polyomavirus","KI polyomavirus (isolate Stockholm 60) (KIPyV)",423446,"4","Outlier (low value)","Genome","POVK6","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus, Human polyomavirus 3","GCA_000873085.1","full","Acute","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus tertihominis",0.187617260787992,20.7629768605378,95.1844903064415,98.9368355222014
"70",5,614,3313,3426,"   1","3433","UP000138183","Kunjin virus","Kunjin virus (strain MRM61C)",11078,"1","Standard","Genome","KUNJM","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Flavivirus, West Nile virus, Kunjin virus",NA,NA,"Acute","ssRNA+","Flaviviridae","Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Orthoflavivirus","Orthoflavivirus nilense",0.145985401459854,17.9270072992701,96.7299270072993,100.029197080292
"71",5,642,3478,3571,"   5","3606","UP000161306","Lagos bat virus","Lagos bat virus (LBV)",38766,"5","Standard","Genome","LBV","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus",NA,NA,"Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus lagos",0.139120756816917,17.8631051752922,96.7723984418475,99.3600445186422
"72",16,935,4669,4824,"   7","4873","UP000180448","Lake Victoria marburgvirus","Lake Victoria marburgvirus (strain Musoke-80) (MARV) (Marburg virus (strain Kenya/Musoke/1980))",33727,"7","Standard","Genome","MABVM","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Filoviridae, Marburgvirus, Marburg marburgvirus","GCA_000857325.2","full","Acute","ssRNA-","Filoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Filoviridae","Marburgvirus","Marburg marburgvirus",0.329285861288331,19.2426425190368,96.0897303972011,99.2796871784318
"73",5,675,3328,3407,"   1","3414","UP000180575","Langat virus","Langat virus",11085,"1","Standard","Genome","UP000180575","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Flavivirus","GCA_000860805.1","full","Acute","ssRNA+","Flaviviridae","Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Orthoflavivirus","Orthoflavivirus langatense",0.146799765120376,19.8179682912507,97.7099236641221,100.029359953024
"74",16,610,3230,3349,"   4","3377","UP000002473","Lassa virus","Lassa virus (strain Mouse/Sierra Leone/Josiah/1976) (LASV)",11622,"4","Unknown","Genome","LASSJ","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Arenaviridae, Mammarenavirus, Lassa virus","GCA_000851705.1","full","Acute","ssRNA-","Arenaviridae","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Lassa mammarenavirus",0.47534165181224,18.1224004753417,95.959595959596,99.4949494949495
"75",5,508,2438,2485,"   3","2506","UP000007767","Lordsdale virus","Lordsdale virus (strain GII/Human/United Kingdom/Lordsdale/1993) (Human enteric calicivirus) (Hu/NV/LD/1993/UK)",82658,"3","Standard","Genome","LORDV","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Caliciviridae, Norovirus, Norwalk virus, Norovirus GII","GCA_008766495.1","full","Acute","ssRNA+","Caliciviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Caliciviridae","Norovirus","Norwalk virus",0.200320512820513,20.3525641025641,97.676282051282,99.5592948717949
"76",8,664,3308,3407,"   1","3414","UP000007644","Louping ill virus","Louping ill virus (Li)",11086,"1","Standard","Genome","LIV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Flavivirus","GCA_000863165.1","full","Acute","ssRNA+","Flaviviridae","Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Orthoflavivirus","Orthoflavivirus loupingi",0.234879624192601,19.4950088079859,97.1227246036406,100.029359953024
"77",7,609,3231,3328,"   4","3356","UP000002474","Lymphocytic choriomeningitis virus","Lymphocytic choriomeningitis virus (strain Armstrong) (LCMV)",11624,"4","Unknown","Genome","LYCVA","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Arenaviridae, Mammarenavirus, Lymphocytic choriomeningitis mammarenavirus","GCA_004789475.1","full","Acute","ssRNA-","Arenaviridae","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Lymphocytic choriomeningitis mammarenavirus",0.209267563527653,18.2062780269058,96.5919282511211,99.49177877429
"78",11,614,3235,3335,"   4","3363","UP000233900","Machupo virus","Machupo virus (MACV)",11628,"4","Unknown","Genome","MACHU","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Arenaviridae, Mammarenavirus",NA,NA,"Acute","ssRNA-","Arenaviridae","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Machupo mammarenavirus",0.328162291169451,18.3174224343675,96.5095465393795,99.4928400954654
"79",8,635,3546,3665,"   2","3679","UP000007774","Mayaro virus","Mayaro virus (strain Brazil) (MAYV)",374990,"2","Outlier (high value)","Genome","MAYAB","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Mayaro virus","GCA_000863385.1","full","Acute","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Mayaro virus",0.217983651226158,17.3024523160763,96.6212534059946,99.8637602179837
"80",12,971,5007,5146,"   8","5202","UP000008699","Measles virus","Measles virus (strain Ichinose-B95a) (MeV) (Subacute sclerose panencephalitis virus)",645098,"8","Standard","Genome","MEASC","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Orthoparamyxovirinae, Morbillivirus, Measles morbillivirus","GCA_000854845.1","full","Acute","ssRNA-","Paramyxoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Measles morbillivirus",0.231347599768652,18.7198766146135,96.5297860034702,99.2095623674571
"81",5,431,2347,2408,"   2","2422","UP000008663","Mengo encephalomyocarditis virus","Mengo encephalomyocarditis virus",12107,"2","Standard","Genome","ENMGO","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Cardiovirus, Cardiovirus A, Encephalomyocarditis virus",NA,NA,"Acute","ssRNA+","Picornaviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Cardiovirus","Cardiovirus A",0.207210940737671,17.8615830915872,97.2648155822627,99.7927890592623
"82",10,361,1592,1639,"   4","1667","UP000154903","Merkel cell polyomavirus","Merkel cell polyomavirus",493803,"4","Standard","Genome","UP000154903","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Alphapolyomavirus, Human polyomavirus 5",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Alphapolyomavirus","Alphapolyomavirus quintihominis",0.603864734299517,21.7995169082126,96.1352657004831,98.9734299516908
"83",25,1352,8610,8943,"   4","8971","UP000147828","SARS coronavirus PUMC03","SARS coronavirus PUMC03",253435,"4","Close to standard (low value)","Genome","UP000147828","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Betacoronavirus, Sarbecovirus, Severe acute respiratory syndrome coronavirus",NA,NA,"Acute","ssRNA+","Coronaviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Severe acute respiratory syndrome-related coronavirus",0.279017857142857,15.0892857142857,96.09375,99.8102678571428
"84",37,2241,13676,14253,"   11","14330","UP000171868","MERS","Middle East respiratory syndrome-related coronavirus (MERS-CoV)",1335626,"11","Standard","Genome","MERS","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Betacoronavirus, Merbecovirus",NA,NA,"Acute","ssRNA+","Coronaviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Middle East respiratory syndrome-related coronavirus",0.258524315259922,15.6581889323644,95.5561766349916,99.5877585243153
"85",9,644,3482,3569,"   5","3604","UP000006826","Mokola virus","Mokola virus (MOKV)",12538,"5","Outlier (low value)","Genome","MOKV","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus","GCA_000856485.1","full","Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus mokola",0.250556792873051,17.9287305122494,96.9376391982183,99.3596881959911
"86",387,13191,52280,53324,"  163","54465","UP000000869","Molluscum contagiosum virus subtype 1","Molluscum contagiosum virus subtype 1 (MOCV) (MCVI)",10280,"163","Close to standard (low value)","Genome","MCV1","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Molluscipoxvirus, Molluscum contagiosum virus","GCA_000843325.1","full","Chronic","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Molluscipoxvirus","Molluscum contagiosum virus",0.712772815176351,24.295054793259,96.2887927065107,98.2116216962888
"87",367,8349,52445,54375,"  187","55684","UP000101269","Monkeypox virus","Monkeypox virus (strain Zaire-96-I-16) (MPX)",619591,"187","Standard","Genome","MONPZ","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Monkeypox virus","GCA_000857045.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Monkeypox virus",0.661380428906109,15.0459542259867,94.5125247792395,97.9906289421517
"88",12,873,4807,4921,"   8","4977","UP000002331","Mumps virus","Mumps virus (strain Miyahara vaccine) (MuV)",11171,"8","Standard","Genome","MUMPM","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Rubulavirinae, Orthorubulavirus, Mumps orthorubulavirus","GCA_000856685.1","full","Acute","ssRNA-","Paramyxoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Orthorubulavirus","Mumps orthorubulavirus",0.241837968561064,17.5937122128174,96.8762595727529,99.173720274083
"89",4,580,3326,3427,"   1","3434","UP000008863","Murray valley encephalitis virus","Murray valley encephalitis virus (strain MVE-1-51) (MVEV)",301478,"1","Standard","Genome","MVEV5","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Flavivirus, Murray Valley encephalitis virus","GCA_000863565.1","full","Acute","ssRNA+","Flaviviridae","Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Orthoflavivirus","Orthoflavivirus murrayense",0.116754232340922,16.9293636894337,97.0811441914769,100.029188558085
"90",11,891,5699,5835,"   8","5891","UP000170143","Nipah virus","Nipah virus",3052225,"8","Outlier (low value)","Genome","NIPAV","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Orthoparamyxovirinae, Henipavirus","GCA_003148005.1","full","Acute","ssRNA-","Paramyxoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Henipavirus","Henipavirus nipahense",0.187202178352621,15.1633764465623,96.9877467665078,99.3022464261402
"91",10,522,2439,2510,"   3","2531","UP000000826","Norwalk virus","Norwalk virus (strain GI/Human/United States/Norwalk/1968) (Hu/NV/NV/1968/US)",524364,"3","Standard","Genome","NVN68","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Caliciviridae, Norovirus, Norwalk virus, Norovirus isolates","GCA_000864005.1","full","Acute","ssRNA+","Caliciviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Caliciviridae","Norovirus","Norwalk virus",0.396667988893296,20.7060690202301,96.747322491075,99.5636652122174
